datetime,serial,OF,cote,valeur,min,aim,max
2025-04-09 12:48:35,HP722565-P,12510136,FJupMin,111.61,111.1,111.1,114.1
2025-04-09 12:48:35,HP722565-P,12510136,FJupMax,111.91,111.1,111.1,114.1
2025-04-09 12:48:35,HP722565-P,12510136,T2_91Avg,2.12,1.6,2.0,2.4
2025-04-09 12:48:35,HP722565-P,12510136,T2_91Min,2.03,1.6,2.0,2.4
2025-04-09 12:48:35,HP722565-P,12510136,T2_91Max,2.18,1.6,2.0,2.4
2025-04-09 12:48:35,HP722565-P,12510136,T2_16Avg,2.18,1.6,2.0,2.4
2025-04-09 12:48:35,HP722565-P,12510136,T2_16Min,2.07,1.6,2.0,2.4
2025-04-09 12:48:35,HP722565-P,12510136,T2_16Max,2.29,1.6,2.0,2.4
2025-04-09 12:48:35,HP722565-P,12510136,R218318Avg,218.5,217.82,218.32,218.82
2025-04-09 12:48:35,HP722565-P,12510136,R218318Min,218.16,217.82,218.32,218.82
2025-04-09 12:48:35,HP722565-P,12510136,R218318Max,218.8,217.82,218.32,218.82
2025-04-09 12:48:35,HP722565-P,12510136,R223Avg,222.84,222.0,223.0,224.0
2025-04-09 12:48:35,HP722565-P,12510136,R223Min,222.58,222.0,223.0,224.0
2025-04-09 12:48:35,HP722565-P,12510136,R223Max,223.15,222.0,223.0,224.0
2025-04-09 12:48:35,HP722565-P,12510136,R237Avg,236.84,236.0,237.0,238.0
2025-04-09 12:48:35,HP722565-P,12510136,R237Min,236.59,236.0,237.0,238.0
2025-04-09 12:48:35,HP722565-P,12510136,R237Max,237.09,236.0,237.0,238.0
2025-04-09 12:48:35,HP722565-P,12510136,HBoss35_4,34.97,35.0,35.4,35.8
2025-04-09 12:48:35,HP722565-P,12510136,28BossG,27.78,26.62,27.56,28.5
2025-04-09 12:48:35,HP722565-P,12510136,28BossD,27.65,26.62,27.56,28.5
2025-04-09 12:48:35,HP722565-P,12510136,RDia541Avg,270.46,269.25,270.5,271.75
2025-04-09 12:48:35,HP722565-P,12510136,RDia541Min,270.3,269.25,270.5,271.75
2025-04-09 12:48:35,HP722565-P,12510136,RDia541Max,270.64,269.25,270.5,271.75
2025-04-09 12:48:35,HP722565-P,12510136,Diam520_3,520.34,519.1,520.3,521.5
2025-04-09 13:01:43,HP722561-V,12507315,FCollAvg,7.2,6.4,7.0,7.6
2025-04-09 13:01:43,HP722561-V,12507315,FCollMin,6.8,6.4,7.0,7.6
2025-04-09 13:01:43,HP722561-V,12507315,FCollMax,7.49,6.4,7.0,7.6
2025-04-09 13:01:43,HP722561-V,12507315,FJupAvg,111.83,111.1,111.1,114.1
2025-04-09 13:01:43,HP722561-V,12507315,FJupMin,111.63,111.1,111.1,114.1
2025-04-09 13:01:43,HP722561-V,12507315,FJupMax,112.07,111.1,111.1,114.1
2025-04-09 13:01:43,HP722561-V,12507315,T2_91Avg,2.12,1.6,2.0,2.4
2025-04-09 13:01:43,HP722561-V,12507315,T2_91Min,2.03,1.6,2.0,2.4
2025-04-09 13:01:43,HP722561-V,12507315,T2_91Max,2.27,1.6,2.0,2.4
2025-04-09 13:01:43,HP722561-V,12507315,T2_16Avg,2.15,1.6,2.0,2.4
2025-04-09 13:01:43,HP722561-V,12507315,T2_16Min,2.05,1.6,2.0,2.4
2025-04-09 13:01:43,HP722561-V,12507315,T2_16Max,2.31,1.6,2.0,2.4
2025-04-09 13:01:43,HP722561-V,12507315,R218318Avg,218.43,217.82,218.32,218.82
2025-04-09 13:01:43,HP722561-V,12507315,R218318Min,218.05,217.82,218.32,218.82
2025-04-09 13:01:43,HP722561-V,12507315,R218318Max,218.86,217.82,218.32,218.82
2025-04-09 13:01:43,HP722561-V,12507315,R223Avg,222.85,222.0,223.0,224.0
2025-04-09 13:01:43,HP722561-V,12507315,R223Min,222.47,222.0,223.0,224.0
2025-04-09 13:01:43,HP722561-V,12507315,R223Max,223.29,222.0,223.0,224.0
2025-04-09 13:01:43,HP722561-V,12507315,R237Avg,236.91,236.0,237.0,238.0
2025-04-09 13:01:43,HP722561-V,12507315,R237Min,236.47,236.0,237.0,238.0
2025-04-09 13:01:43,HP722561-V,12507315,R237Max,237.21,236.0,237.0,238.0
2025-04-09 13:01:43,HP722561-V,12507315,HBoss35_4,35.28,35.0,35.4,35.8
2025-04-09 13:01:43,HP722561-V,12507315,28BossG,27.71,26.62,27.56,28.5
2025-04-09 13:01:43,HP722561-V,12507315,28BossD,27.74,26.62,27.56,28.5
2025-04-09 13:01:43,HP722561-V,12507315,RDia541Avg,270.44,269.25,270.5,271.75
2025-04-09 13:01:43,HP722561-V,12507315,RDia541Min,270.05,269.25,270.5,271.75
2025-04-09 13:01:43,HP722561-V,12507315,RDia541Max,270.7,269.25,270.5,271.75
2025-04-09 13:01:43,HP722561-V,12507315,Diam520_3,520.39,519.1,520.3,521.5
2025-04-12 06:10:32,HP722568-L,12507317,FCollAvg,7.32,6.4,7.0,7.6
2025-04-12 06:10:32,HP722568-L,12507317,FCollMin,6.91,6.4,7.0,7.6
2025-04-12 06:10:32,HP722568-L,12507317,FCollMax,7.79,6.4,7.0,7.6
2025-04-12 06:10:32,HP722568-L,12507317,FJupAvg,111.77,111.1,111.1,114.1
2025-04-12 06:10:32,HP722568-L,12507317,FJupMin,111.55,111.1,111.1,114.1
2025-04-12 06:10:32,HP722568-L,12507317,FJupMax,112.03,111.1,111.1,114.1
2025-04-12 06:10:32,HP722568-L,12507317,T2_91Avg,2.14,1.6,2.0,2.4
2025-04-12 06:10:32,HP722568-L,12507317,T2_91Min,2.09,1.6,2.0,2.4
2025-04-12 06:10:32,HP722568-L,12507317,T2_91Max,2.25,1.6,2.0,2.4
2025-04-12 06:10:32,HP722568-L,12507317,T2_16Avg,2.15,1.6,2.0,2.4
2025-04-12 06:10:32,HP722568-L,12507317,T2_16Min,2.02,1.6,2.0,2.4
2025-04-12 06:10:32,HP722568-L,12507317,T2_16Max,2.29,1.6,2.0,2.4
2025-04-12 06:10:32,HP722568-L,12507317,R218318Avg,218.49,217.82,218.32,218.82
2025-04-12 06:10:32,HP722568-L,12507317,R218318Min,218.06,217.82,218.32,218.82
2025-04-12 06:10:32,HP722568-L,12507317,R218318Max,218.93,217.82,218.32,218.82
2025-04-12 06:10:32,HP722568-L,12507317,R223Avg,222.84,222.0,223.0,224.0
2025-04-12 06:10:32,HP722568-L,12507317,R223Min,222.34,222.0,223.0,224.0
2025-04-12 06:10:32,HP722568-L,12507317,R223Max,223.22,222.0,223.0,224.0
2025-04-12 06:10:32,HP722568-L,12507317,R237Avg,236.93,236.0,237.0,238.0
2025-04-12 06:10:32,HP722568-L,12507317,R237Min,236.41,236.0,237.0,238.0
2025-04-12 06:10:32,HP722568-L,12507317,R237Max,237.37,236.0,237.0,238.0
2025-04-12 06:10:32,HP722568-L,12507317,HBoss35_4,35.32,35.0,35.4,35.8
2025-04-12 06:10:32,HP722568-L,12507317,28BossG,27.86,26.62,27.56,28.5
2025-04-12 06:10:32,HP722568-L,12507317,28BossD,27.86,26.62,27.56,28.5
2025-04-12 06:10:32,HP722568-L,12507317,RDia541Avg,270.45,269.25,270.5,271.75
2025-04-12 06:10:32,HP722568-L,12507317,RDia541Min,269.69,269.25,270.5,271.75
2025-04-12 06:10:32,HP722568-L,12507317,RDia541Max,270.87,269.25,270.5,271.75
2025-04-12 06:10:32,HP722568-L,12507317,Diam520_3,520.57,519.1,520.3,521.5
2025-04-12 06:27:37,HP722566-N,12510137,FCollAvg,7.19,6.4,7.0,7.6
2025-04-12 06:27:37,HP722566-N,12510137,FCollMin,6.86,6.4,7.0,7.6
2025-04-12 06:27:37,HP722566-N,12510137,FCollMax,7.54,6.4,7.0,7.6
2025-04-12 06:27:37,HP722566-N,12510137,FJupAvg,111.87,111.1,111.1,114.1
2025-04-12 06:27:37,HP722566-N,12510137,FJupMin,111.64,111.1,111.1,114.1
2025-04-12 06:27:37,HP722566-N,12510137,FJupMax,112.09,111.1,111.1,114.1
2025-04-12 06:27:37,HP722566-N,12510137,T2_91Avg,2.09,1.6,2.0,2.4
2025-04-12 06:27:37,HP722566-N,12510137,T2_91Min,2.01,1.6,2.0,2.4
2025-04-12 06:27:37,HP722566-N,12510137,T2_91Max,2.14,1.6,2.0,2.4
2025-04-12 06:27:37,HP722566-N,12510137,T2_16Avg,2.15,1.6,2.0,2.4
2025-04-12 06:27:37,HP722566-N,12510137,T2_16Min,2.0,1.6,2.0,2.4
2025-04-12 06:27:37,HP722566-N,12510137,T2_16Max,2.26,1.6,2.0,2.4
2025-04-12 06:27:37,HP722566-N,12510137,R218318Avg,218.56,217.82,218.32,218.82
2025-04-12 06:27:37,HP722566-N,12510137,R218318Min,218.22,217.82,218.32,218.82
2025-04-12 06:27:37,HP722566-N,12510137,R218318Max,219.26,217.82,218.32,218.82
2025-04-12 06:27:37,HP722566-N,12510137,R223Avg,222.92,222.0,223.0,224.0
2025-04-12 06:27:37,HP722566-N,12510137,R223Min,222.64,222.0,223.0,224.0
2025-04-12 06:27:37,HP722566-N,12510137,R223Max,223.6,222.0,223.0,224.0
2025-04-12 06:27:37,HP722566-N,12510137,R237Avg,236.91,236.0,237.0,238.0
2025-04-12 06:27:37,HP722566-N,12510137,R237Min,236.29,236.0,237.0,238.0
2025-04-12 06:27:37,HP722566-N,12510137,R237Max,237.58,236.0,237.0,238.0
2025-04-12 06:27:37,HP722566-N,12510137,HBoss35_4,34.95,35.0,35.4,35.8
2025-04-12 06:27:37,HP722566-N,12510137,28BossG,27.62,26.62,27.56,28.5
2025-04-12 06:27:37,HP722566-N,12510137,28BossD,27.64,26.62,27.56,28.5
2025-04-12 06:27:37,HP722566-N,12510137,RDia541Avg,270.43,269.25,270.5,271.75
2025-04-12 06:27:37,HP722566-N,12510137,RDia541Min,270.07,269.25,270.5,271.75
2025-04-12 06:27:37,HP722566-N,12510137,RDia541Max,270.85,269.25,270.5,271.75
2025-04-12 06:27:37,HP722566-N,12510137,Diam520_3,520.15,519.1,520.3,521.5
2025-04-12 06:40:05,HP722559-5,12510139,FCollAvg,7.22,6.4,7.0,7.6
2025-04-12 06:40:05,HP722559-5,12510139,FCollMin,6.44,6.4,7.0,7.6
2025-04-12 06:40:05,HP722559-5,12510139,FCollMax,7.84,6.4,7.0,7.6
2025-04-12 06:40:05,HP722559-5,12510139,FJupAvg,111.8,111.1,111.1,114.1
2025-04-12 06:40:05,HP722559-5,12510139,FJupMin,111.43,111.1,111.1,114.1
2025-04-12 06:40:05,HP722559-5,12510139,FJupMax,112.33,111.1,111.1,114.1
2025-04-12 06:40:05,HP722559-5,12510139,T2_91Avg,2.11,1.6,2.0,2.4
2025-04-12 06:40:05,HP722559-5,12510139,T2_91Min,2.04,1.6,2.0,2.4
2025-04-12 06:40:05,HP722559-5,12510139,T2_91Max,2.18,1.6,2.0,2.4
2025-04-12 06:40:05,HP722559-5,12510139,T2_16Avg,2.16,1.6,2.0,2.4
2025-04-12 06:40:05,HP722559-5,12510139,T2_16Min,2.01,1.6,2.0,2.4
2025-04-12 06:40:05,HP722559-5,12510139,T2_16Max,2.27,1.6,2.0,2.4
2025-04-12 06:40:05,HP722559-5,12510139,R218318Avg,218.54,217.82,218.32,218.82
2025-04-12 06:40:05,HP722559-5,12510139,R218318Min,218.05,217.82,218.32,218.82
2025-04-12 06:40:05,HP722559-5,12510139,R218318Max,219.28,217.82,218.32,218.82
2025-04-12 06:40:05,HP722559-5,12510139,R223Avg,222.84,222.0,223.0,224.0
2025-04-12 06:40:05,HP722559-5,12510139,R223Min,222.44,222.0,223.0,224.0
2025-04-12 06:40:05,HP722559-5,12510139,R223Max,223.54,222.0,223.0,224.0
2025-04-12 06:40:05,HP722559-5,12510139,R237Avg,236.83,236.0,237.0,238.0
2025-04-12 06:40:05,HP722559-5,12510139,R237Min,236.63,236.0,237.0,238.0
2025-04-12 06:40:05,HP722559-5,12510139,R237Max,237.05,236.0,237.0,238.0
2025-04-12 06:40:05,HP722559-5,12510139,HBoss35_4,35.25,35.0,35.4,35.8
2025-04-12 06:40:05,HP722559-5,12510139,28BossG,27.67,26.62,27.56,28.5
2025-04-12 06:40:05,HP722559-5,12510139,28BossD,27.66,26.62,27.56,28.5
2025-04-12 06:40:05,HP722559-5,12510139,RDia541Avg,270.44,269.25,270.5,271.75
2025-04-12 06:40:05,HP722559-5,12510139,RDia541Min,270.23,269.25,270.5,271.75
2025-04-12 06:40:05,HP722559-5,12510139,RDia541Max,270.57,269.25,270.5,271.75
2025-04-12 06:40:05,HP722559-5,12510139,Diam520_3,520.34,519.1,520.3,521.5
2025-04-12 06:52:39,HP722566-N,12510137,FCollAvg,7.19,6.4,7.0,7.6
2025-04-12 06:52:39,HP722566-N,12510137,FCollMin,6.92,6.4,7.0,7.6
2025-04-12 06:52:39,HP722566-N,12510137,FCollMax,7.55,6.4,7.0,7.6
2025-04-12 06:52:39,HP722566-N,12510137,FJupAvg,111.86,111.1,111.1,114.1
2025-04-12 06:52:39,HP722566-N,12510137,FJupMin,111.63,111.1,111.1,114.1
2025-04-12 06:52:39,HP722566-N,12510137,FJupMax,112.05,111.1,111.1,114.1
2025-04-12 06:52:39,HP722566-N,12510137,T2_91Avg,2.08,1.6,2.0,2.4
2025-04-12 06:52:39,HP722566-N,12510137,T2_91Min,2.0,1.6,2.0,2.4
2025-04-12 06:52:39,HP722566-N,12510137,T2_91Max,2.15,1.6,2.0,2.4
2025-04-12 06:52:39,HP722566-N,12510137,T2_16Avg,2.13,1.6,2.0,2.4
2025-04-12 06:52:39,HP722566-N,12510137,T2_16Min,2.0,1.6,2.0,2.4
2025-04-12 06:52:39,HP722566-N,12510137,T2_16Max,2.24,1.6,2.0,2.4
2025-04-12 06:52:39,HP722566-N,12510137,R218318Avg,218.51,217.82,218.32,218.82
2025-04-12 06:52:39,HP722566-N,12510137,R218318Min,218.29,217.82,218.32,218.82
2025-04-12 06:52:39,HP722566-N,12510137,R218318Max,219.08,217.82,218.32,218.82
2025-04-12 06:52:39,HP722566-N,12510137,R223Avg,222.94,222.0,223.0,224.0
2025-04-12 06:52:39,HP722566-N,12510137,R223Min,222.71,222.0,223.0,224.0
2025-04-12 06:52:39,HP722566-N,12510137,R223Max,223.68,222.0,223.0,224.0
2025-04-12 06:52:39,HP722566-N,12510137,R237Avg,236.91,236.0,237.0,238.0
2025-04-12 06:52:39,HP722566-N,12510137,R237Min,236.33,236.0,237.0,238.0
