Date,Serial,OF,Nom_Cote,Mesure,Nominal,Tolérance_Min,Tolérance_Max
2025-05-11,S0004,6741,Cire_Hauteur jante,175.11200000000002,175.15,175.025,175.275
2025-05-11,S0004,6741,Cire_Cercle de perçage,145.16,145.15,145.05,145.25
2025-05-11,S0004,6741,Cire_Rayon congé usinage,4.144,4.15,4.125,4.175
2025-05-11,S0004,6741,Cire_Petit alésage,85.208,85.15,85.05,85.25
2025-05-11,S0004,6741,Cire_Alésage moyen,95.12599999999999,95.15,95.025,95.275
2025-05-11,S0004,6741,Cire_Alésage grand,105.11,105.15,105.05,105.25
2025-05-11,S0005,7904,Cire_Rayon extérieur,275.147,275.15,275.05,275.2
2025-05-11,S0005,7904,Cire_Rayon intérieur jante,210.14100000000002,210.15,210.0,210.3
2025-05-11,S0005,7904,Cire_Rayon hors tout,320.12300000000005,320.15,320.05,320.3
2025-05-11,S0005,7904,Cire_Rayon fond,40.164,40.15,40.1,40.2
2025-05-11,S0005,7904,Cire_Diamètre global max,326.002,325.96,325.71,326.11
2025-05-11,S0005,7904,Cire_Rayon extérieur (2e mention),275.078,275.15,274.85,275.45
2025-05-11,S0005,7904,Cire_Épaisseur patin,30.076,30.15,29.95,30.35
2025-05-11,S0005,7904,Cire_Largeur gorge centrale,80.15100000000001,80.12,80.02,80.22
2025-05-11,S0005,7904,Cire_Rayon fond (2e mention),40.120000000000005,40.15,40.075,40.225
2025-05-11,S0005,7904,Cire_Hauteur jante,175.21699999999998,175.15,175.025,175.275
2025-05-11,S0005,7904,Cire_Cercle de perçage,145.173,145.15,145.05,145.25
2025-05-11,S0005,7904,Cire_Rayon congé usinage,4.158,4.15,4.125,4.175
2025-05-11,S0005,7904,Cire_Petit alésage,85.154,85.15,85.05,85.25
2025-05-11,S0005,7904,Cire_Alésage moyen,95.189,95.15,95.025,95.275
2025-05-11,S0005,7904,Cire_Alésage grand,105.11399999999999,105.15,105.05,105.25
2025-05-11,S0006,5914,Cire_Rayon extérieur,275.19399999999996,275.15,275.05,275.2
2025-05-11,S0006,5914,Cire_Rayon intérieur jante,210.207,210.15,210.0,210.3
2025-05-11,S0006,5914,Cire_Rayon hors tout,320.188,320.15,320.05,320.3
2025-05-11,S0006,5914,Cire_Rayon fond,40.139,40.15,40.1,40.2
2025-05-11,S0006,5914,Cire_Diamètre global max,326.003,325.96,325.71,326.11
2025-05-11,S0006,5914,Cire_Rayon extérieur (2e mention),275.142,275.15,274.85,275.45
2025-05-11,S0006,5914,Cire_Épaisseur patin,30.111,30.15,29.95,30.35
2025-05-11,S0006,5914,Cire_Largeur gorge centrale,80.096,80.12,80.02,80.22
2025-05-11,S0006,5914,Cire_Rayon fond (2e mention),40.151999999999994,40.15,40.075,40.225
2025-05-11,S0006,5914,Cire_Hauteur jante,175.216,175.15,175.025,175.275
2025-05-11,S0006,5914,Cire_Cercle de perçage,145.228,145.15,145.05,145.25
2025-05-11,S0006,5914,Cire_Rayon congé usinage,4.174,4.15,4.125,4.175
2025-05-11,S0006,5914,Cire_Petit alésage,85.17500000000001,85.15,85.05,85.25
2025-05-11,S0006,5914,Cire_Alésage moyen,95.092,95.15,95.025,95.275
2025-05-11,S0006,5914,Cire_Alésage grand,105.151,105.15,105.05,105.25
2025-05-11,S0007,1531,Cire_Rayon extérieur,275.126,275.15,275.05,275.2
2025-05-11,S0007,1531,Cire_Rayon intérieur jante,210.22,210.15,210.0,210.3
2025-05-11,S0007,1531,Cire_Rayon hors tout,320.112,320.15,320.05,320.3
2025-05-11,S0007,1531,Cire_Rayon fond,40.134,40.15,40.1,40.2
2025-05-11,S0007,1531,Cire_Diamètre global max,326.029,325.96,325.71,326.11
2025-05-11,S0007,1531,Cire_Rayon extérieur (2e mention),275.192,275.15,274.85,275.45
2025-05-11,S0007,1531,Cire_Épaisseur patin,30.131,30.15,29.95,30.35
2025-05-11,S0007,1531,Cire_Largeur gorge centrale,80.17,80.12,80.02,80.22
2025-05-11,S0007,1531,Cire_Rayon fond (2e mention),40.123000000000005,40.15,40.075,40.225
2025-05-11,S0007,1531,Cire_Hauteur jante,175.144,175.15,175.025,175.275
2025-05-11,S0007,1531,Cire_Cercle de perçage,145.155,145.15,145.05,145.25
2025-05-11,S0007,1531,Cire_Rayon congé usinage,4.162999999999999,4.15,4.125,4.175
2025-05-11,S0007,1531,Cire_Petit alésage,85.18599999999999,85.15,85.05,85.25
2025-05-11,S0007,1531,Cire_Alésage moyen,95.182,95.15,95.025,95.275
2025-05-11,S0007,1531,Cire_Alésage grand,105.12100000000001,105.15,105.05,105.25
2025-05-11,S0008,5231,Cire_Rayon extérieur,275.15000000000003,275.15,275.05,275.2
2025-05-11,S0008,5231,Cire_Rayon intérieur jante,210.196,210.15,210.0,210.3
2025-05-11,S0008,5231,Cire_Rayon hors tout,320.148,320.15,320.05,320.3
2025-05-11,S0008,5231,Cire_Rayon fond,40.147999999999996,40.15,40.1,40.2
2025-05-11,S0008,5231,Cire_Diamètre global max,325.98199999999997,325.96,325.71,326.11
2025-05-11,S0008,5231,Cire_Rayon extérieur (2e mention),275.21000000000004,275.15,274.85,275.45
2025-05-11,S0008,5231,Cire_Épaisseur patin,30.25,30.15,29.95,30.35
2025-05-11,S0008,5231,Cire_Largeur gorge centrale,80.09100000000001,80.12,80.02,80.22
2025-05-11,S0008,5231,Cire_Rayon fond (2e mention),40.149,40.15,40.075,40.225
2025-05-11,S0008,5231,Cire_Hauteur jante,175.15,175.15,175.025,175.275
2025-05-11,S0008,5231,Cire_Cercle de perçage,145.142,145.15,145.05,145.25
2025-05-11,S0008,5231,Cire_Rayon congé usinage,4.1530000000000005,4.15,4.125,4.175
2025-05-11,S0008,5231,Cire_Petit alésage,85.155,85.15,85.05,85.25
2025-05-11,S0008,5231,Cire_Alésage moyen,95.187,95.15,95.025,95.275
2025-05-11,S0008,5231,Cire_Alésage grand,105.196,105.15,105.05,105.25
2025-05-11,S0009,2609,Cire_Rayon extérieur,275.166,275.15,275.05,275.2
2025-05-11,S0009,2609,Cire_Rayon intérieur jante,210.2,210.15,210.0,210.3
2025-05-11,S0009,2609,Cire_Rayon hors tout,320.152,320.15,320.05,320.3
2025-05-11,S0009,2609,Cire_Rayon fond,40.151,40.15,40.1,40.2
2025-05-11,S0009,2609,Cire_Diamètre global max,325.957,325.96,325.71,326.11
2025-05-11,S0009,2609,Cire_Rayon extérieur (2e mention),275.247,275.15,274.85,275.45
2025-05-11,S0009,2609,Cire_Épaisseur patin,29.926000000000002,30.15,29.95,30.35
2025-05-11,S0009,2609,Cire_Largeur gorge centrale,80.07900000000001,80.12,80.02,80.22
2025-05-11,S0009,2609,Cire_Rayon fond (2e mention),40.127,40.15,40.075,40.225
2025-05-11,S0009,2609,Cire_Hauteur jante,175.17000000000002,175.15,175.025,175.275
2025-05-11,S0009,2609,Cire_Cercle de perçage,145.164,145.15,145.05,145.25
2025-05-11,S0009,2609,Cire_Rayon congé usinage,4.138,4.15,4.125,4.175
2025-05-11,S0009,2609,Cire_Petit alésage,85.088,85.15,85.05,85.25
2025-05-11,S0009,2609,Cire_Alésage moyen,95.13000000000001,95.15,95.025,95.275
2025-05-11,S0009,2609,Cire_Alésage grand,105.18599999999999,105.15,105.05,105.25
2025-05-11,S0010,4667,Cire_Rayon extérieur,275.145,275.15,275.05,275.2
2025-05-11,S0010,4667,Cire_Rayon intérieur jante,210.142,210.15,210.0,210.3
2025-05-11,S0010,4667,Cire_Rayon hors tout,320.195,320.15,320.05,320.3
2025-05-11,S0010,4667,Cire_Rayon fond,40.171,40.15,40.1,40.2
2025-05-11,S0010,4667,Cire_Diamètre global max,325.844,325.96,325.71,326.11
2025-05-11,S0010,4667,Cire_Rayon extérieur (2e mention),275.202,275.15,274.85,275.45
2025-05-11,S0010,4667,Cire_Épaisseur patin,30.102999999999998,30.15,29.95,30.35
2025-05-11,S0010,4667,Cire_Largeur gorge centrale,80.123,80.12,80.02,80.22
2025-05-11,S0010,4667,Cire_Rayon fond (2e mention),40.159,40.15,40.075,40.225
2025-05-11,S0010,4667,Cire_Hauteur jante,175.204,175.15,175.025,175.275
2025-05-11,S0010,4667,Cire_Cercle de perçage,145.143,145.15,145.05,145.25
2025-05-11,S0010,4667,Cire_Rayon congé usinage,4.161,4.15,4.125,4.175
2025-05-11,S0010,4667,Cire_Petit alésage,85.084,85.15,85.05,85.25
2025-05-11,S0010,4667,Cire_Alésage moyen,95.134,95.15,95.025,95.275
2025-05-11,S0010,4667,Cire_Alésage grand,105.19800000000001,105.15,105.05,105.25
2025-05-11,S0011,1862,Cire_Rayon extérieur,275.13599999999997,275.15,275.05,275.2
2025-05-11,S0011,1862,Cire_Rayon intérieur jante,210.119,210.15,210.0,210.3
2025-05-11,S0011,1862,Cire_Rayon hors tout,320.186,320.15,320.05,320.3
2025-05-11,S0011,1862,Cire_Rayon fond,40.18,40.15,40.1,40.2
2025-05-11,S0011,1862,Cire_Diamètre global max,325.996,325.96,325.71,326.11
2025-05-11,S0011,1862,Cire_Rayon extérieur (2e mention),275.202,275.15,274.85,275.45
2025-05-11,S0011,1862,Cire_Épaisseur patin,30.232000000000003,30.15,29.95,30.35
2025-05-11,S0011,1862,Cire_Largeur gorge centrale,80.16900000000001,80.12,80.02,80.22
2025-05-11,S0011,1862,Cire_Rayon fond (2e mention),40.206,40.15,40.075,40.225
2025-05-11,S0011,1862,Cire_Hauteur jante,175.132,175.15,175.025,175.275
2025-05-11,S0011,1862,Cire_Cercle de perçage,145.182,145.15,145.05,145.25
2025-05-11,S0011,1862,Cire_Rayon congé usinage,4.136,4.15,4.125,4.175
2025-05-11,S0011,1862,Cire_Petit alésage,85.2,85.15,85.05,85.25
2025-05-11,S0011,1862,Cire_Alésage moyen,95.169,95.15,95.025,95.275
2025-05-11,S0011,1862,Cire_Alésage grand,105.141,105.15,105.05,105.25
2025-05-11,S0012,2038,Cire_Rayon extérieur,275.141,275.15,275.05,275.2
2025-05-11,S0012,2038,Cire_Rayon intérieur jante,210.22,210.15,210.0,210.3
2025-05-11,S0012,2038,Cire_Rayon hors tout,320.153,320.15,320.05,320.3
2025-05-11,S0012,2038,Cire_Rayon fond,40.153000000000006,40.15,40.1,40.2
2025-05-11,S0012,2038,Cire_Diamètre global max,325.96999999999997,325.96,325.71,326.11
2025-05-11,S0012,2038,Cire_Rayon extérieur (2e mention),275.38,275.15,274.85,275.45
2025-05-11,S0012,2038,Cire_Épaisseur patin,30.189,30.15,29.95,30.35
2025-05-11,S0012,2038,Cire_Largeur gorge centrale,80.141,80.12,80.02,80.22
2025-05-11,S0012,2038,Cire_Rayon fond (2e mention),40.160000000000004,40.15,40.075,40.225
2025-05-11,S0012,2038,Cire_Hauteur jante,175.18,175.15,175.025,175.275
2025-05-11,S0012,2038,Cire_Cercle de perçage,145.173,145.15,145.05,145.25
2025-05-11,S0012,2038,Cire_Rayon congé usinage,4.141,4.15,4.125,4.175
2025-05-11,S0012,2038,Cire_Petit alésage,85.118,85.15,85.05,85.25
2025-05-11,S0012,2038,Cire_Alésage moyen,95.255,95.15,95.025,95.275
2025-05-11,S0012,2038,Cire_Alésage grand,105.13,105.15,105.05,105.25
2025-05-11,S0013,2247,Cire_Rayon extérieur,275.145,275.15,275.05,275.2
2025-05-11,S0013,2247,Cire_Rayon intérieur jante,210.14600000000002,210.15,210.0,210.3
2025-05-11,S0013,2247,Cire_Rayon hors tout,320.13800000000003,320.15,320.05,320.3
2025-05-11,S0013,2247,Cire_Rayon fond,40.150000000000006,40.15,40.1,40.2
2025-05-11,S0013,2247,Cire_Diamètre global max,325.92699999999996,325.96,325.71,326.11
2025-05-11,S0013,2247,Cire_Rayon extérieur (2e mention),275.076,275.15,274.85,275.45
2025-05-11,S0013,2247,Cire_Épaisseur patin,30.189,30.15,29.95,30.35
2025-05-11,S0013,2247,Cire_Largeur gorge centrale,80.144,80.12,80.02,80.22
2025-05-11,S0013,2247,Cire_Rayon fond (2e mention),40.102,40.15,40.075,40.225
2025-05-11,S0013,2247,Cire_Hauteur jante,175.16500000000002,175.15,175.025,175.275
2025-05-11,S0013,2247,Cire_Cercle de perçage,145.14899999999997,145.15,145.05,145.25
2025-05-11,S0013,2247,Cire_Rayon congé usinage,4.128,4.15,4.125,4.175
2025-05-11,S0013,2247,Cire_Petit alésage,85.206,85.15,85.05,85.25
2025-05-11,S0013,2247,Cire_Alésage moyen,95.152,95.15,95.025,95.275
2025-05-11,S0013,2247,Cire_Alésage grand,105.053,105.15,105.05,105.25
2025-05-11,S0014,6964,Cire_Rayon extérieur,275.13100000000003,275.15,275.05,275.2
2025-05-11,S0014,6964,Cire_Rayon intérieur jante,210.082,210.15,210.0,210.3
2025-05-11,S0014,6964,Cire_Rayon hors tout,320.165,320.15,320.05,320.3
2025-05-11,S0014,6964,Cire_Rayon fond,40.157000000000004,40.15,40.1,40.2
2025-05-11,S0014,6964,Cire_Diamètre global max,326.015,325.96,325.71,326.11
2025-05-11,S0014,6964,Cire_Rayon extérieur (2e mention),275.082,275.15,274.85,275.45
2025-05-11,S0014,6964,Cire_Épaisseur patin,30.133,30.15,29.95,30.35
2025-05-11,S0014,6964,Cire_Largeur gorge centrale,80.101,80.12,80.02,80.22
2025-05-11,S0014,6964,Cire_Rayon fond (2e mention),40.188,40.15,40.075,40.225
2025-05-11,S0014,6964,Cire_Hauteur jante,175.171,175.15,175.025,175.275
2025-05-11,S0014,6964,Cire_Cercle de perçage,145.165,145.15,145.05,145.25
2025-05-11,S0014,6964,Cire_Rayon congé usinage,4.14,4.15,4.125,4.175
2025-05-11,S0014,6964,Cire_Petit alésage,85.155,85.15,85.05,85.25
2025-05-11,S0014,6964,Cire_Alésage moyen,95.141,95.15,95.025,95.275
2025-05-11,S0014,6964,Cire_Alésage grand,105.14399999999999,105.15,105.05,105.25
2025-05-11,S0015,8215,Cire_Rayon extérieur,275.137,275.15,275.05,275.2
2025-05-11,S0015,8215,Cire_Rayon intérieur jante,210.118,210.15,210.0,210.3
2025-05-11,S0015,8215,Cire_Rayon hors tout,320.17699999999996,320.15,320.05,320.3
2025-05-11,S0015,8215,Cire_Rayon fond,40.138000000000005,40.15,40.1,40.2
2025-05-11,S0015,8215,Cire_Diamètre global max,325.943,325.96,325.71,326.11
2025-05-11,S0015,8215,Cire_Rayon extérieur (2e mention),275.158,275.15,274.85,275.45
2025-05-11,S0015,8215,Cire_Épaisseur patin,30.16,30.15,29.95,30.35
2025-05-11,S0015,8215,Cire_Largeur gorge centrale,80.11500000000001,80.12,80.02,80.22
2025-05-11,S0015,8215,Cire_Rayon fond (2e mention),40.155,40.15,40.075,40.225
2025-05-11,S0015,8215,Cire_Hauteur jante,175.174,175.15,175.025,175.275
2025-05-11,S0015,8215,Cire_Cercle de perçage,145.172,145.15,145.05,145.25
2025-05-11,S0015,8215,Cire_Rayon congé usinage,4.146,4.15,4.125,4.175
2025-05-11,S0015,8215,Cire_Petit alésage,85.19200000000001,85.15,85.05,85.25
2025-05-11,S0015,8215,Cire_Alésage moyen,95.098,95.15,95.025,95.275
2025-05-11,S0015,8215,Cire_Alésage grand,105.114,105.15,105.05,105.25
2025-05-11,S0016,8174,Cire_Rayon extérieur,275.11300000000006,275.15,275.05,275.2
2025-05-11,S0016,8174,Cire_Rayon intérieur jante,210.22899999999998,210.15,210.0,210.3
2025-05-11,S0016,8174,Cire_Rayon hors tout,320.185,320.15,320.05,320.3
2025-05-11,S0016,8174,Cire_Rayon fond,40.127,40.15,40.1,40.2
2025-05-11,S0016,8174,Cire_Diamètre global max,325.965,325.96,325.71,326.11
2025-05-11,S0016,8174,Cire_Rayon extérieur (2e mention),275.055,275.15,274.85,275.45
2025-05-11,S0016,8174,Cire_Épaisseur patin,30.197,30.15,29.95,30.35
2025-05-11,S0016,8174,Cire_Largeur gorge centrale,80.118,80.12,80.02,80.22
2025-05-11,S0016,8174,Cire_Rayon fond (2e mention),40.165,40.15,40.075,40.225
2025-05-11,S0016,8174,Cire_Hauteur jante,175.119,175.15,175.025,175.275
2025-05-11,S0016,8174,Cire_Cercle de perçage,145.17000000000002,145.15,145.05,145.25
2025-05-11,S0016,8174,Cire_Rayon congé usinage,4.164000000000001,4.15,4.125,4.175
2025-05-11,S0016,8174,Cire_Petit alésage,85.105,85.15,85.05,85.25
2025-05-11,S0016,8174,Cire_Alésage moyen,95.133,95.15,95.025,95.275
2025-05-11,S0016,8174,Cire_Alésage grand,105.119,105.15,105.05,105.25
2025-05-11,S0017,3554,Cire_Rayon extérieur,275.15,275.15,275.05,275.2
2025-05-11,S0017,3554,Cire_Rayon intérieur jante,210.234,210.15,210.0,210.3
2025-05-11,S0017,3554,Cire_Rayon hors tout,320.10699999999997,320.15,320.05,320.3
2025-05-11,S0017,3554,Cire_Rayon fond,40.184999999999995,40.15,40.1,40.2
2025-05-11,S0017,3554,Cire_Diamètre global max,325.954,325.96,325.71,326.11
2025-05-11,S0017,3554,Cire_Rayon extérieur (2e mention),275.343,275.15,274.85,275.45
2025-05-11,S0017,3554,Cire_Épaisseur patin,30.162000000000003,30.15,29.95,30.35
2025-05-11,S0017,3554,Cire_Largeur gorge centrale,80.089,80.12,80.02,80.22
2025-05-11,S0017,3554,Cire_Rayon fond (2e mention),40.168,40.15,40.075,40.225
2025-05-11,S0017,3554,Cire_Hauteur jante,175.168,175.15,175.025,175.275
2025-05-11,S0017,3554,Cire_Cercle de perçage,145.157,145.15,145.05,145.25
2025-05-11,S0017,3554,Cire_Rayon congé usinage,4.152,4.15,4.125,4.175
2025-05-11,S0017,3554,Cire_Petit alésage,85.14,85.15,85.05,85.25
2025-05-11,S0017,3554,Cire_Alésage moyen,95.182,95.15,95.025,95.275
2025-05-11,S0017,3554,Cire_Alésage grand,105.18400000000001,105.15,105.05,105.25
2025-05-11,S0018,3334,Cire_Rayon extérieur,275.18899999999996,275.15,275.05,275.2
2025-05-11,S0018,3334,Cire_Rayon intérieur jante,210.107,210.15,210.0,210.3
2025-05-11,S0018,3334,Cire_Rayon hors tout,320.185,320.15,320.05,320.3
2025-05-11,S0018,3334,Cire_Rayon fond,40.117,40.15,40.1,40.2
2025-05-11,S0018,3334,Cire_Diamètre global max,326.098,325.96,325.71,326.11
2025-05-11,S0018,3334,Cire_Rayon extérieur (2e mention),275.151,275.15,274.85,275.45
2025-05-11,S0018,3334,Cire_Épaisseur patin,30.083000000000002,30.15,29.95,30.35
2025-05-11,S0018,3334,Cire_Largeur gorge centrale,80.033,80.12,80.02,80.22
2025-05-11,S0018,3334,Cire_Rayon fond (2e mention),40.149,40.15,40.075,40.225
2025-05-11,S0018,3334,Cire_Hauteur jante,175.225,175.15,175.025,175.275
2025-05-11,S0018,3334,Cire_Cercle de perçage,145.14499999999998,145.15,145.05,145.25
2025-05-11,S0018,3334,Cire_Rayon congé usinage,4.157,4.15,4.125,4.175
2025-05-11,S0018,3334,Cire_Petit alésage,85.218,85.15,85.05,85.25
2025-05-11,S0018,3334,Cire_Alésage moyen,95.155,95.15,95.025,95.275
2025-05-11,S0018,3334,Cire_Alésage grand,105.125,105.15,105.05,105.25
2025-05-11,S0019,3839,Cire_Rayon extérieur,275.20099999999996,275.15,275.05,275.2
2025-05-11,S0019,3839,Cire_Rayon intérieur jante,210.204,210.15,210.0,210.3
2025-05-11,S0019,3839,Cire_Rayon hors tout,320.104,320.15,320.05,320.3
2025-05-11,S0019,3839,Cire_Rayon fond,40.104,40.15,40.1,40.2
2025-05-11,S0019,3839,Cire_Diamètre global max,325.966,325.96,325.71,326.11
2025-05-11,S0019,3839,Cire_Rayon extérieur (2e mention),275.333,275.15,274.85,275.45
2025-05-11,S0019,3839,Cire_Épaisseur patin,30.183000000000003,30.15,29.95,30.35
2025-05-11,S0019,3839,Cire_Largeur gorge centrale,80.081,80.12,80.02,80.22
2025-05-11,S0019,3839,Cire_Rayon fond (2e mention),40.148,40.15,40.075,40.225
2025-05-11,S0019,3839,Cire_Hauteur jante,175.074,175.15,175.025,175.275
2025-05-11,S0019,3839,Cire_Cercle de perçage,145.178,145.15,145.05,145.25
2025-05-11,S0019,3839,Cire_Rayon congé usinage,4.144,4.15,4.125,4.175
2025-05-11,S0019,3839,Cire_Petit alésage,85.134,85.15,85.05,85.25
2025-05-11,S0019,3839,Cire_Alésage moyen,95.24199999999999,95.15,95.025,95.275
2025-05-11,S0019,3839,Cire_Alésage grand,105.157,105.15,105.05,105.25
2025-05-11,S0020,5400,Cire_Rayon extérieur,275.121,275.15,275.05,275.2
2025-05-11,S0020,5400,Cire_Rayon intérieur jante,210.21800000000002,210.15,210.0,210.3
2025-05-11,S0020,5400,Cire_Rayon hors tout,320.117,320.15,320.05,320.3
2025-05-11,S0020,5400,Cire_Rayon fond,40.128,40.15,40.1,40.2
2025-05-11,S0020,5400,Cire_Diamètre global max,325.939,325.96,325.71,326.11
2025-05-11,S0020,5400,Cire_Rayon extérieur (2e mention),275.161,275.15,274.85,275.45
2025-05-11,S0020,5400,Cire_Épaisseur patin,30.128,30.15,29.95,30.35
2025-05-11,S0020,5400,Cire_Largeur gorge centrale,80.045,80.12,80.02,80.22
2025-05-11,S0020,5400,Cire_Rayon fond (2e mention),40.165,40.15,40.075,40.225
2025-05-11,S0020,5400,Cire_Hauteur jante,175.143,175.15,175.025,175.275
2025-05-11,S0020,5400,Cire_Cercle de perçage,145.142,145.15,145.05,145.25
2025-05-11,S0020,5400,Cire_Rayon congé usinage,4.144,4.15,4.125,4.175
2025-05-11,S0020,5400,Cire_Petit alésage,85.13199999999999,85.15,85.05,85.25
2025-05-11,S0020,5400,Cire_Alésage moyen,95.143,95.15,95.025,95.275
2025-05-11,S0020,5400,Cire_Alésage grand,105.1,105.15,105.05,105.25
2025-05-11,S0021,9546,Cire_Rayon extérieur,275.207,275.15,275.05,275.2
2025-05-11,S0021,9546,Cire_Rayon intérieur jante,210.14399999999998,210.15,210.0,210.3
2025-05-11,S0021,9546,Cire_Rayon hors tout,320.161,320.15,320.05,320.3
2025-05-11,S0021,9546,Cire_Rayon fond,40.122,40.15,40.1,40.2
2025-05-11,S0021,9546,Cire_Diamètre global max,325.976,325.96,325.71,326.11
2025-05-11,S0021,9546,Cire_Rayon extérieur (2e mention),275.159,275.15,274.85,275.45
2025-05-11,S0021,9546,Cire_Épaisseur patin,30.198999999999998,30.15,29.95,30.35
2025-05-11,S0021,9546,Cire_Largeur gorge centrale,80.158,80.12,80.02,80.22
2025-05-11,S0021,9546,Cire_Rayon fond (2e mention),40.174,40.15,40.075,40.225
2025-05-11,S0021,9546,Cire_Hauteur jante,175.123,175.15,175.025,175.275
2025-05-11,S0021,9546,Cire_Cercle de perçage,145.191,145.15,145.05,145.25
2025-05-11,S0021,9546,Cire_Rayon congé usinage,4.151999999999999,4.15,4.125,4.175
2025-05-11,S0021,9546,Cire_Petit alésage,85.17,85.15,85.05,85.25
2025-05-11,S0021,9546,Cire_Alésage moyen,95.134,95.15,95.025,95.275
